Word,Gender
radiothéâtre,m
radiotechnicienne,f
radiotechnicien,m
radiotechnique,f
radiotélétype,m
radiopharmacie,f
radiotélévision,f
radioélectricité,f
vanesse,f
polyadelphine,f
polyadelphie,f
polyandrisme,m
polyallélisme,m
polyakène,m
polychimiothérapie,f
polycentrisme,m
polychlorure,m
polyarchie,f
polychore,m
polycholie,f
polyazole,m
polyculturalisme,m
polycondensat,m
polydipsie,f
polydactylisme,m
polydispersité,f
polydactylie,f
polycorde,m
polygaline,f
polygalactie,f
polygraphie,f
polygenèse,f
polygramme,m
gynandrie,f
polygénisme,m
polygynandrie,f
polyhydroxyalcanoate,m
polycarboxylate,m
polyhydrite,f
polygénèse,f
Aostoise,f
Anversoise,f
argentière,f
Ancônitaine,f
Annécienne,f
polyhandicap,m
polymastie,f
polymyosite,f
polymorphie,m
polymathisme,m
polyménorrhée,f
polymélie,m
polyonychie,f
polynucléotide,m
polyopie,f
polyphagie,f
artéfact,m
polyphobie,f
nobliau,m
polypnée,f
polyploïdie,f
polypose,f
tortillard,m
polysaccaride,m
polysialie,f
polyspermie,f
polysomie,f
polysarcie,f
polysyllabe,m
polysynodie,f
polytopisme,m
polysynthétisme,m
polytonalité,f
polysème,m
polytric,m
polytomie,f
polyzoaire,m
polytélite,f
polytropie,f
diaton,m
polysyndète,f
piqueupe,m
monoacide,m
monoatomicité,f
Monoblétois,m
monoandrie,f
monoblepsie,f
monobromométhane,m
grasse matinée,f
monocamérisme,m
unicaméralisme,m
monochromatopsie,f
monocaméralisme,m
achromatopsie,f
monochromateur,m
khalifat,m
monocouche,f
coqueleux,m
aquanettoyage,f
laudateur,m
tierceron,m
monoculiste,m
monocratie,f
monocylindre,m
monocylindre,f
monodonte,f
monoecie,f
monoergol,m
monoécie,f
monogynie,f
monogénisme,m
monogénie,f
monogant,m
monomorphisme,m
morphisme,m
monomoteur,m
vélar,m
vélarisation,f
kikongo,m
bagad,m
métadiscours,m
adjectivation,f
adjectivisation,f
ballon chasseur,m
ballon-chasseur,m
couvoir,m
zoziau,m
zoiseau,m
angiite,f
tumblr,m
anodonte,m
salaisonnier,m
salaisonnerie,f
responsabilisation,f
marivaudage,m
Monsieur Propre,m
monomythe,m
monomphalien,m
monométallisme,m
municipalisation,f
monomètre,m
entreprenariat,m
quiddité,f
mononyme,m
gémellité,f
ni oui ni non,m
coccidiose,f
brouillade,f
nankin,m
monopalme,f
monophane,f
épistilbite,f
monopartisme,m
monophobie,f
monoploïdie,m
monophysisme,m
monoplégie,f
monopolisateur,m
monophtongue,f
monopoleur,m
monoprocesseur,m
monoprogrammation,f
monopétalie,f
monopôle,m
multiprocesseur,m
monosexualité,f
haploïdie,f
monophyllie,f
monostique,m
monosourcil,m
monosomie,m
monothélisme,m
monothélitisme,m
monosyllabisme,m
monotypie,f
monovocalisme,m
monosème,m
monoville,f
monoïde,m
monoï,m
acide parabanique,m
parabase,f
parabène,m
parabolicité,f
fanorona,m
parabellum,m
hyperboréen,m
parlabilité,f
kahanisme,m
rétrogaming,m
réussissabilité,f
hippiatre,m
hackeur,m
grimacier,m
psilocybe,m
vésanie,f
phlomis,m
paracelsisme,m
paracentèse,f
parachi,m
sauce vierge,f
paracerque,m
paraconide,m
parachronisme,m
paracorole,f
Paracolois,m
paracuta,m
bécune,f
paracorolle,f
paracyésie,f
paracompacité,f
paracyanogène,m
paracousie,f
paracétamol,m
paraclimax,m
limite des arbres,f
paradeur,m
Paradounais,m
paradactyle,m
paradigmatisme,m
paradichlorobenzène,m
paraedrite,m
fabulette,f
formulette,f
gouvernorat,m
parageustie,f
ageustie,f
paraffinage,m
paraglosse,f
parafiscalité,f
paragénèse,f
paragrammatisme,m
paragenèse,f
paraison,f
vacuolisation,f
pitoune,f
maladie du pays,f
boston,m
délierrage,m
crowdlending,m
patidar,m
annonciatrice,f
paralampsie,f
paralbumine,f
parakératose,f
paralarve,f
acide paralactique,m
parajuriste,m
parallélisation,f
paralipse,f
nadsat,m
parallèlisation,f
parallélographe,m
paralympienne,f
paramakan,m
paralégal,m
paralogie,f
fignolage,m
glouglou,m
paralogisme,m
paramnésie,f
paramentique,f
paramaléate,m
paramoteur,m
paramilitarisme,m
paramorphose,f
morphose,f
quillard,m
paranan,m
mamange,f
paranatellon,m
parapegme,m
paranéoptère,m
paronomase,f
paranymphe,m
parapectine,f
paranomase,f
paraphernalité,f
tourmenteur,m
koumis,m
octavin,m
paraphénylènediamine,f
paraphyse,f
parapleure,f
parapode,m
paraphraste,m
paraphraseur,m
paraptère,m
paraplexie,f
paraphilie,f
gratin dauphinois,m
pararthrème,m
parasange,f
parascève,f
parasexualité,f
parasitiforme,m
parasitoïde,m
paraskevidékatriaphobie,f
parasitémie,f
paraski,m
parasomnie,f
corrupteur,m
paratextualité,f
parasynonyme,m
paratyphoïde,f
parasynonymie,f
parasurtenseur,m
paratexte,m
quadrique,f
parasynthèse,f
méristème,m
guêpe solitaire,f
acide nucléique,m
parauk,m
Paraussien,m
onde électromagnétique,f
Paraysien,m
méristème secondaire,m
paravalanche,m
pizzéria,f
chalandise,f
creuseur,m
diffamateur,m
ennoiement,m
antimalarique,m
kinèse,f
djermakoye,m
cinèse,f
diagraphe,m
nouchi,m
orthokinèse,f
diagraphie,f
orthocinèse,f
orthodiagraphie,f
orthokératologie,f
sankarisme,m
orthohydrogène,m
ortholexie,m
orthogonalité,f
orthologie,f
orthographiste,m
youtubeur,m
orthomorphie,f
orthographieur,m
orthopnée,f
orthoptie,f
orthopraxie,f
orthopantomogramme,m
orthopyroxène,m
orthophotographie,f
praxie,f
supportrice,f
cheau,m
ballonnement,m
chineur,m
bouzouk,m
orthorhynque,m
dérouine,f
orthoscopie,f
orthostatisme,m
orthosie,f
orthorexie,f
orthostate,m
jaï-alaï,m
jabotage,m
jabotière,f
jaboteur,m
jaboteur,m
jacaltèque,m
orthosiphon,m
coquard,m
jabisen,m
expérience de mort imminente,f
babésiose,f
béatification,f
baleine-pilote,f
centre aéré,f
brise-glace,m
dranyen,m
containeur,m
zone à défendre,f
ZAD,f
littératrice,f
liqueur de dosage,f
messianisme,m
maïeur,m
maïorat,m
mayorat,m
voile latine,f
mayeur,m
rillette,f
trinquet,m
oryctologie,f
oryctognosie,f
géognosie,f
uranologie,f
seringat,m
désespoir des singes,m
désespoir du singe,m
loi de la jungle,f
jachimovite,f
bordeau,m
codiffusion,f
arthroplastie,f
Colombard,m
Jacobien,m
rastafarisme,m
colombard,m
canamelle,f
cannamelle,f
jaconas,m
jacquart,f
Jacoumard,m
sotériologie,f
GES,m
péricope,f
jaquemart,m
jacquemart,m
gaz à effet de serre,m
jacquier,m
jacquerette,f
jacques,m
pollutaxe,f
nonciature,f
gyropode,m
incitateur,m
certificateur,m
solutionnisme,m
turbocompresseur,m
arrêt Idaho,m
stop américain,m
climatoscepticisme,m
microdistillerie,f
anacarde,m
chicharron,m
jacquez,m
jacquère,f
jacquot,m
jacée,f
cybercommandement,m
satanisation,f
salafisme,m
picaresquité,f
nom binomial,m
nom binominal,m
nom adjectif,m
nom d'agent,m
nom de domaine,m
nom dénombrable,m
nom de personne,m
nom de code,m
nom de temps,m
nom épithète,m
nom de marque,m
nom latin,m
nom massif,m
nom de scène,m
nom indénombrable,m
nom générique,m
nom taxonomique,m
nom trivial,m
nom systématique,m
nom vernaculaire,m
nom scientifique,m
nom spécifique,m
nom substantif,m
nom complet,m
tetherine,f
double vé,m
combishort,m
zède,m
i grec,m
vapoteur,m
clinicien,m
union sacrée,f
vibraculaire,m
sarouel,m
Axonaise,f
alisier,m
scorsonère,f
bonne vivante,f
chervis,m
frifri,m
grécité,f
fordisme,m
clameur de haro,f
labellisation,f
douelle,f
hommelet,m
père fouettard,m
droitisation,f
artificialisation,f
tutorat,m
marchandisation,f
bras d'honneur,m
principat,m
salicorne,f
courant alternatif,m
karatchaï-balkar,m
torchage,m
bannier,m
eau de mer,f
adynamie,f
atterrage,m
antistalinisme,m
antistalinien,m
cléricalisme,m
anticommunisme,m
atlantisme,m
anticléricalisme,m
anabaptisme,m
antifascisme,m
Bisontin,m
balzac,m
audiencier,m
bolchévisation,f
bolchévisme,m
buffeterie,f
bordiguisme,m
blanquisme,m
carlisme,m
bureaucratisme,m
castrisme,m
bolchevisation,f
autodissolution,f
chébec,m
conseillisme,m
buffleterie,f
kalash,f
déchristianisation,f
décommunisation,f
dégout,m
cardinalat,m
coquecigrue,f
dizain,m
décosaquisation,f
décadentisme,m
déstalinisation,f
dékoulakisation,f
entrisme,m
fayencier,m
févier,m
dixain,m
faïencier,m
galantin,m
eurocommunisme,m
gramscisme,m
hermite,m
farinier,m
entour,m
icarisme,m
droitiste,m
inachèvement,m
galiote,f
infléchissement,m
impréparation,f
inéluctabilité,f
hoxhaïsme,m
naziréen,m
nazirite,m
luxemburgisme,m
légitimisme,m
léninisme,m
luxembourgisme,m
louangeur,m
maritimisation,f
menchevik,m
menchévik,m
moudjahid,m
maccarthysme,m
lâchage,m
circassien,m
circassien,m
natalisme,m
tiers-mondisme,m
moudjahidine,m
néocommunisme,m
naxalisme,m
opéraïsme,m
ouvriérisme,m
oratorien,m
owénisme,m
pablisme,m
prote,m
posadisme,m
phalanstère,m
circassienne,f
circassienne,f
prédélinquance,f
pantagruélisme,m
lyssenkisme,m
pluripartisme,m
rançonnage,m
péronisme,m
prémonition,f
réquisitionnaire,m
sihanoukisme,m
porcelainier,m
stalinisation,f
spontanéisme,m
spartakisme,m
stéréotypie,m
simonien,m
surinterprétation,f
trisaïeule,f
Vendômois,m
trotskysme,m
soviétisation,f
yougoslavisme,m
trisaïeul,m
voiturin,m
catapultage,m
aérodynamisme,m
convoyage,m
contrespionnage,m
bouque,f
ferraillage,m
remisage,m
rembarquement,m
réapprovisionnement,m
ravitailleur,m
mouilleur,m
stique,m
antibolchevisme,m
anticapitalisme,m
antibolchévisme,m
antimarxisme,m
antiféminisme,m
aryosophie,f
arriération,f
autojustification,f
décapitalisation,f
eugénie,f
dénazification,f
germanité,f
irrationalisme,m
mahométisme,m
intentionnalisme,m
judéophobie,f
polycratie,f
instaurateur,m
racialisme,m
judéocide,m
pétainisme,m
fonctionnalisme,m
germanomanie,f
wotanisme,m
uchronie,f
remilitarisation,f
acidimétrie,f
acidimètre,m
acétobacter,m
acétification,f
alcoolé,m
aldostérone,m
alcoolification,f
androstérone,f
acétonurie,f
acétonémie,f
adultération,f
xylographe,m
allocentrisme,m
atomicité,f
anaphylaxie,f
antilogarithme,m
électronicienne,f
bulgarisation,f
anéroïde,m
alcoolat,m
alchémille,f
watergang,m
déclassification,f
croatisation,f
italianisation,f
déshérence,f
délitage,m
fractionnisme,m
démoralisation,f
titisme,m
tchetnik,m
délitement,m
serbisation,f
zancle,m
italianisant,m
magyarisation,f
zéphyrine,f
zénana,m
égorgement,m
zeugme,m
zéphirine,f
neurolinguistique,f
africanisation,f
lambertisme,m
soviétologie,f
hypermnésie,f
écosocialisme,m
guesdisme,m
stakhanovisme,m
historicisme,m
arbuscule,m
caléidoscope,f
conscientisation,f
canardière,f
broméliacée,f
débilitation,f
décollation,f
escopettier,m
foirail,m
impénétrabilité,f
intégralisme,m
hérésiarque,m
préleveur,m
manouvrier,m
solanacée,f
sectateur,m
républicanisme,m
sébastianisme,m
ressaut,f
singularisation,f
organicisme,m
éventration,f
thaumaturgie,f
bessemérisation,f
barymétrie,f
bêtatron,m
bévatron,m
barysphère,f
bathymétrie,f
biodégradation,f
bicaméralisme,m
singlish,m
altisurface,f
accidentalité,f
beaufort,m
assomption,f
arpitan,m
canyonisme,m
corégone,m
bourgeron,m
crozet,m
escourgeon,m
burgonde,m
doyenné,m
ferroutage,m
bergeron,m
impraticabilité,f
italophobie,f
omble,m
niveleur,m
peupleraie,f
bigotphone,m
chevrotin,m
apolitisme,m
brossier,m
remblaiement,m
franco-provençal,m
communarde,f
bigophone,m
coupletier,m
imprésario,m
garnisseur,m
lollard,m
distique,m
marquisat,m
confraternité,f
comptabilisation,f
obtenteur,m
pétulance,f
polissonnerie,f
patoisement,m
retoucheur,m
rimailleur,m
vidangeur,m
réédification,f
rimaille,f
orphéon,m
codirection,f
trudeaumanie,f
Trudeaumanie,f
adoubement,m
acanthocéphale,m
abstracteur,m
accapareuse,f
absinthisme,m
motonautisme,m
pondoir,m
accélérographe,m
septiste,m
fiabilisation,f
accordement,m
rugby à sept,m
acariâtreté,f
abri-sous-roche,m
piqueur,m
tavelure,f
accordoir,m
accoudement,m
accouvage,m
accréditif,m
accore,m
accroche-cœur,m
accroupissement,m
achalasie,f
acharisme,m
achaine,m
acholi,m
achigan,m
achylie,f
achromie,f
acinésie,f
acméisme,m
aciérage,m
acon,m
accon,m
aciération,f
acolytat,m
acoumètre,m
acconage,m
acoumétrie,f
acousticien,m
acoquinement,m
acousticienne,f
aconage,m
acconier,m
aconier,m
acrotère,m
acrodynie,f
acotylédone,f
acron,m
acridien,m
actée,m
aconit,m
acmite,f
acrocéphalie,f
actiniaire,m
actinisme,m
actinite,f
actinomycète,f
actuateur,m
actinométrie,f
actionneur,m
actionnement,m
actionnalisme,m
actinomètre,m
activeur,m
actinopode,m
acupuncteur,m
acupunctrice,f
actinologie,f
acuponctrice,f
actinie,f
actuariat,m
adèle,f
adénomatose,f
adénoïdectomie,f
adamisme,m
adénogramme,m
adent,m
adénopathie,f
adénographie,f
adipolyse,f
partageur,m
adiaphorèse,f
adhésivité,f
adamien,m
adaptatrice,f
adénite,f
adipsie,f
adipopexie,f
adjudicatrice,f
adjudant-chef,m
diaphorèse,f
rythmicien,m
adoucissage,m
adoptianisme,m
adminicule,m
adultisme,m
adressage,m
adulaire,f
aethusa,f
aegagropile,m
aegosome,m
aéro-club,m
aeschne,f
adstrat,m
dysphagie,f
gauchissement,m
affaiteur,m
affaitement,m
affalement,m
affameur,m
affectataire,m
affaitage,m
affectivité,f
affermissement,m
affenage,m
affiloir,m
affouage,m
afflouage,m
affileur,m
affilage,m
affermage,m
afféterie,f
affouragement,m
affriquée,f
affûteur,m
affûtage,m
agamète,f
agalactie,f
agavé,m
agérate,m
agénésie,f
agenouillement,m
agrammatisme,m
agranulocytose,f
agrafage,m
agnelage,m
agueusie,f
agrile,m
agripaume,f
agioteur,m
agriote,m
aguerrissement,m
agui,m
agrumiculture,f
aïd,m
Aïd,m
agneline,f
aigrissement,m
aigremoine,f
aiguillat,m
aigrin,m
aglyphe,m
aiguiseuse,f
quintaine,f
aiguisement,m
aiguilletage,m
aiche,f
aiguail,m
aiguillonnement,m
aiguisage,m
chabiha,m
aisseau,m
akinésie,f
refinancement,m
pasdaran,m
ahan,m
alabandine,f
alabastrite,m
alaterne,m
alandier,m
alberge,f
alcalescence,f
alcoran,m
alcalinité,f
alcoomètre,m
aleurode,m
alérion,m
alcalimètre,m
albuginée,f
alevinière,f
alésage,m
alcoyle,m
alexandra,m
aléseur,m
alevinier,m
algazelle,f
alisme,m
aliénateur,m
algidité,f
aliénabilité,f
alitement,m
alizier,m
aleurite,f
alfénide,m
inaliénabilité,f
alkékenge,m
alfatier,m
aligoté,m
aliboufier,m
allèchement,m
alliaire,f
alfange,f
alleutier,m
allantoïde,f
allostérie,f
allopathe,m
allumoir,m
allumettier,m
allotissement,m
chavirage,m
almicantarat,m
allylène,m
alogie,f
almasilium,m
allume-cigare,m
allyle,m
alluvionnement,m
aphérèse,f
alouate,m
almageste,m
alsace,m
altise,f
alpiculteur,m
alpiculture,f
altérabilité,f
althée,m
althæa,m
alucite,f
aluminage,m
aluette,f
aluminiage,m
alysse,f
alyte,f
amarantacée,f
amandaie,f
amaryllidacée,f
amareyeur,m
amassette,f
amarinage,m
ambystome,m
amblystome,m
ambulancière,f
ambiophonie,f
ambulacre,m
amétropie,f
amenuisement,m
ameublissement,m
amibiase,f
amidonnage,m
amict,m
amidopyrine,f
amidonnerie,f
ammonisation,f
ammophile,f
houppier,m
amodiataire,m
amodiateur,m
amollissement,f
andouiller,m
amome,m
amoraliste,m
amodiation,f
amoralisme,m
reup,m
vêlage,m
amphimixie,f
amovibilité,f
ampélidacée,f
amphiarthrose,f
amphictyonie,f
amphisbène,m
amusie,f
amylène,m
amyotrophie,f
anachorétisme,m
anabolite,m
amuïssement,m
analyticité,f
anaphorèse,f
analycité,f
anarthrie,f
anaphrodisie,f
khalife,m
anarchosyndicalisme,m
anatocisme,m
anasarque,f
anavenin,m
anathématisation,f
androgénie,f
androgenèse,f
anatomopathologie,f
anamorphose,f
andrinople,f
analgésie,f
androcée,m
andain,m
oviscapte,m
analité,f
anatidé,m
ancolie,f
anémographe,m
anémomètre,m
anesthésiologiste,m
anesthésiologie,f
anarcho-syndicalisme,m
angélisme,m
angéite,f
angiectasie,f
affameuse,f
angiocholite,f
abstracteuse,f
affaiteuse,f
aconière,f
amareyeuse,f
afficheuse,f
alleutière,f
aliénatrice,f
antistalinienne,f
Badoise,f
Nivernaise,f
audiencière,f
brossière,f
Bisontine,f
Chambérienne,f
Beaujolaise,f
alpicultrice,f
béquillarde,f
acconière,f
Bâloise,f
Catanaise,f
Bolonaise,f
affûteuse,f
coïnculpée,f
Artésienne,f
certificatrice,f
chineuse,f
Carthaginoise,f
Aucunoise,f
carabinière,f
allumettière,f
Aveyronnaise,f
blasphématrice,f
Crétoise,f
agioteuse,f
coopératrice,f
Chalonnaise,f
Cannoise,f
affileuse,f
Colombarde,f
bâilleuse,f
crêpière,f
anecdotière,f
clinicienne,f
compétitrice,f
câpresse,f
contrôleuse,f
bébé-boumeuse,f
anhidrose,f
angstroem,m
bessonne,f
anilisme,m
anglo-arabe,m
châtreuse,f
courailleuse,f
coupletière,f
Cagliaritaine,f
anguillère,f
ankylostome,m
cotutelle,f
autoentrepreneur,m
flexibilisation,f
auto-entrepreneur,m
annoncier,m
anophèle,m
annualité,f
annexionnisme,m
annonceuse,f
anoxémie,f
mœuf,m
antéfixe,f
antécédence,f
anthonome,m
anthracose,f
anthropogenèse,f
anthérozoïde,m
anthropogénie,f
anthère,f
anthropométrie,f
antialcoolisme,m
antibrouillage,m
antichrèse,f
anticorpuscule,m
antiatome,m
antiacide,m
antinoyau,m
déformatrice,f
décoratrice,f
cybernéticienne,f
déjeuneuse,f
dégustatrice,f
Dieppoise,f
démentielle,f
échotière,f
élagueuse,f
déposante,f
Émirienne,f
dépeceuse,f
exagératrice,f
déserteuse,f
antiméridien,m
fayencière,f
Dunkerquoise,f
farinière,f
Émiratie,f
délatrice,f
Finistérienne,f
démarcheuse,f
demandeuse d'asile,f
fausse-monnayeuse,f
défenderesse,f
antipape,m
enquêtrice,f
fêtarde,f
enculeuse de mouches,f
antimitotique,m
antipaludique,m
diffamatrice,f
antipatriotisme,m
anti-américanisme,m
antirévisionnisme,m
antonymie,m
antiphonaire,m
aoûtat,m
aoutat,m
antiquaille,f
aoriste,m
aoûtement,m
apagogie,f
axérophtol,m
aquatinte,f
aquafortiste,m
axonométrie,f
azerolier,m
azotobacter,m
aquaculteur,m
azotémie,f
acide azotique,m
aperception,f
rouflaquette,f
azurage,m
apiéceur,m
acide nitrique,m
aphonie,f
azilien,m
aquiculteur,m
apion,m
axonge,f
aplatissoire,f
aplanissement,m
aplatisseur,m
aplatissoir,m
aplatissage,m
azoturie,f
apoastre,m
apepsie,f
apollon,m
apidé,m
LSR,f
regazéification,f
chateaubriant,m
GNL,m
apophtegme,m
aponévrose,f
anatoxine,f
smoke meat,m
tarentule,f
noctiluque,f
apothème,m
liquide de gaz naturel,m
appareillade,f
appareillement,m
LGN,m
appogiature,f
applicage,m
appeau,m
appesantissement,m
applaudisseur,m
applicabilité,f
apponteur,m
appréciateur,m
gaz naturel liquéfié,m
appréciabilité,f
apragmatisme,m
apprivoiseur,m
approvisionneur,m
apprêteur,m
appui-bras,m
approbativité,f
apriorisme,m
après-dîner,m
aptérygote,f
apriorité,f
apurement,m
appui-main,m
aracée,f
apprêtage,m
arasement,m
arabisant,m
arantèle,f
arbalétrière,f
arboriculteur,m
arcanson,m
arborisation,f
archanthropien,m
archégone,m
archèterie,f
archelle,f
archère,f
archerie,f
archière,f
alloimmunisation,f
belle-famille,f
beau-papa,m
beau-parent,m
belle-maman,f
conventionnement,m
belle-nièce,f
archiatre,m
archiconfrérie,f
archichancelier,m
archiépiscopat,m
archiduché,m
architectonie,f
archontat,m
archivolte,f
ardéiforme,m
archivistique,f
arc-doubleau,m
aréage,m
arec,m
arénite,f
arénisation,f
aréopage,m
audioconférence,f
aréométrie,f
aréostyle,m
aréquier,m
archiphonème,m
arêtier,m
aréole,f
aréomètre,m
astroblème,m
atonalité,f
aristocratisme,m
audiométrie,f
aréographie,f
argenteur,m
çoufisme,m
argenture,f
argentage,m
bromélie,f
argoulet,m
argyrie,f
argilane,f
argotier,m
argyraspide,m
argotisme,m
bataclan,m
argilière,f
argyrose,f
argyronète,f
argumentateur,m
arille,m
aristarque,m
arithmomanie,f
arlequinade,f
arithméticien,m
arlequin,m
arminianisme,m
syndrome de Paris,m
armeline,f
armailli,m
armeur,m
aroïdée,f
arminien,m
aronde,f
arobe,f
armatole,m
fruit à coque,m
arpègement,m
aiguillot,m
arpion,m
arpenteuse,f
arracheur,m
arrière-grand-tante,f
orgue de Barbarie,m
automatophone,m
arrière-foin,m
arrière-automne,m
arrière-boutique,f
arrière-bec,m
arrière-été,m
arrière-bouche,f
arrière-nièce,f
arrière-chœur,m
arrière-fond,m
arrière-gorge,f
arrimeur,m
arrière-grand-oncle,m
arrière-cour,f
arrière-chambre,f
arrière-cousin,m
arrière-fleur,f
arrière-faix,m
arrière-point,m
arrière-neveu,m
arrière-bras,m
arrière-cerveau,m
arrière-petit-neveu,m
arrière-choeur,m
arrière-scène,f
arrière-petite-nièce,f
arrière-main,f
arrière-saison,f
arrière-port,m
arsin,m
arrière-cuisine,f
arrondissage,f
arrosement,m
arrière-salle,f
coproducteur,m
arrière-train,m
arrière-voussure,f
arrière-goût,m
artére,f
arroche,f
arrière-ban,m
artériectomie,f
arrière-rang,m
astragalectomie,f
cricoïdectomie,f
astragale,m
endométrectomie,f
kératectomie,f
alvéolectomie,f
cricoïde,m
cricothyroïdotomie,f
laryngectomie,f
ménisectomie,f
ménisique,m
pharyngectomie,f
stapédectomie,f
synovectomie,f
talectomie,f
sympathectomie,f
omphalectomie,f
néphrectomie,f
pénectomie,f
platinectomie,f
topectomie,f
trabéculectomie,f
trabéculum,m
splanchnicectomie,f
phlébectomie,f
œsophagectomie,f
thyroïdectomie,f
tétrapilectomie,f
orchidectomie,f
arlésienne,f
artériotomie,f
parotidectomie,f
artériole,f
artocarpe,m
aryténoïde,m
arthralgie,f
artichautière,f
arthritisme,m
artérite,f
arthrodie,f
ascaridiose,f
arthropathie,f
ascaridiase,f
asbestose,f
asclépiadacée,m
aspergille,f
aspermatisme,m
asphaltage,m
asque,m
aspergillose,f
asple,m
asociabilité,f
ascaris,m
assainisseur,m
assagissement,m
pultrusion,f
assette,f
asservisseur,m
associationnisme,m
assommeur,m
assommoir,m
assuétude,f
assomptionniste,m
astasie,f
astéride,m
astéréognosie,f
assurance-crédit,f
astiquage,m
assurance-chômage,f
astrolâtrie,f
asthénosphère,f
courant astatique,m
asynergie,f
atèle,m
atlanthrope,m
athétose,f
asyndète,f
athymie,f
athrepsie,f
athérome,m
atrésie,f
atlantosaure,m
atome-gramme,m
atriau,m
atérien,m
attagène,m
atténuateur,m
hypercentre,m
asystolie,f
attaché-case,m
attifement,m
attiédissement,m
attisement,m
attisoir,m
attrapage,m
attrapade,f
attrape-mouche,m
aubère,m
aubain,m
ressemelage,m
pacsage,m
audiophone,m
audimutité,f
aubette,f
audibilité,f
atticisme,m
audiofréquence,f
audiomètre,m
aubin,m
auditorat,m
augustinisme,m
chlortétracycline,f
augeron,m
aulique,f
auricule,f
auréomycine,f
aurige,m
autochenille,f
autoberge,f
autocopie,f
autoconsommation,f
autogire,m
automédon,m
autographie,f
autoallumage,m
autoréglage,m
automorphisme,m
autopropulsion,f
autoneige,f
autoaccusation,f
auto-stoppeur,m
auto-accusation,f
auto-allumage,m
automobilisme,m
autopunition,f
autoscopie,f
autovaccin,m
avaloir,m
avaliseur,m
avant-train,m
avaleur,m
avant-projet,m
avant-toit,m
avant-main,m
avant-scène,f
avant-poste,m
avant-gardiste,m
avant-port,m
avant-gardisme,m
avant-veille,f
avelinier,m
avion-cargo,m
avionnette,f
avorteur,m
avocaillon,m
avivement,m
avodiré,m
annoncière,f
Æthiopienne,f
applicatrice,f
aplatisseuse,f
apprivoiseuse,f
applaudisseuse,f
assembleuse,f
arlequine,f
argenteuse,f
approvisionneuse,f
arboricultrice,f
avant-première,f
argotière,f
arrimeuse,f
argumentateuse,f
arracheuse,f
coproductrice,f
aquicultrice,f
archichancelière,f
avorteuse,f
appréciatrice,f
armeuse,f
Gaillacoise,f
Gandoise,f
faïencière,f
assommeuse,f
garnisseuse,f
génitrice,f
Hessoise,f
impétrante,f
jaboteuse,f
gêneuse,f
avaliseuse,f
Huronne,f
avitaillement,m
Galiléenne,f
Jacoumarde,f
asservisseuse,f
généticienne,f
Jacobienne,f
Nîmoise,f
Lorientaise,f
Græcque,f
matheuse,f
Mecklembourgeoise,f
manouvrière,f
monopolisatrice,f
Mésopotamienne,f
Niortaise,f
négociante,f
médailleuse,f
Kinoise,f
Peuhle,f
Paraysienne,f
oléicultrice,f
aquacultrice,f
Peulhe,f
négociatrice,f
métreuse,f
Paracoloise,f
hackeuse,f
guérisseuse,f
Phœnicienne,f
orthographieuse,f
localisatrice,f
porcelainière,f
Paradounaise,f
prétrice,f
Pétrocorienne,f
préhistorienne,f
præceptrice,f
préceptrice,f
arithméticienne,f
paraphraseuse,f
démonstratrice,f
quémandeuse,f
recréatrice,f
partageuse,f
publiante,f
répartiteuse,f
arrière-cousine,f
rythmicienne,f
rimailleuse,f
préleveuse,f
métayère,f
salaisonnière,f
séparatrice,f
obtenteuse,f
pétanqueuse,f
Sarthoise,f
avaleuse,f
Paloise,f
violoneuse,f
Vendômoise,f
sectatrice,f
Quimpéroise,f
Siennoise,f
Yproise,f
tôlarde,f
wendate,f
quêteuse,f
Ombrienne,f
Soudanaise,f
retoucheuse,f
Véronaise,f
nécromancienne,f
Tunisoise,f
négatrice,f
imprimeuse,f
maître-nageuse,f
télévendeuse,f
maitre-nageuse,f
tokélaouanne,f
téléopératrice,f
Tokélaouanne,f
rhétrice,f
Vancouvéroise,f
Vichyssoise,f
téléphoneuse,f
Israëlienne,f
vapoteuse,f
voltigeuse,f
Xavérienne,f
première ministre,f
téteuse,f
youtubeuse,f
mulâtresse,f
Monoblétoise,f
maitre-chanteuse,f
tueuse en série,f
auto-stoppeuse,f
réviseuse,f
rédactrice en chef,f
annotatrice,f
instauratrice,f
paradeuse,f
hérissonne,f
Panaméenne,f
apprêteuse,f
rétameuse,f
incitatrice,f
bâchage,m
bachotte,f
bacillose,f
bactériémie,f
éducatrice,f
bachi-bouzouk,m
gadji,f
tzeltal,m
nilgaut,m
badigeonneur,m
jackette,f
badigeonneuse,f
bâfreuse,f
bafouilleuse,f
bâfreur,m
bafouilleur,m
Dordognaise,f
rebâtisseuse,f
bagagiste,m
pylone,m
baguenaudier,m
baguier,m
baguettisant,m
ochlophilie,f
baissoir,m
balanoglosse,m
Bakélite,f
incardination,f
balancine,f
baguenaudière,f
bajoyer,m
baissière,f
baïram,m
bâillonnement,m
baisement,m
balestron,m
bakélite,f
balai-brosse,m
bailleresse,f
balisier,m
balivage,m
balèvre,f
ballastière,f
ball-trap,m
balnéation,f
voiture piégée,f
bambochard,m
bambochade,f
banlon,m
bancoulier,m
banchage,m
banquiste,m
banqueteur,m
bambocharde,f
banqueteuse,f
banqueroutier,m
bamboula,m
bamboula,f
baragouineur,m
baragouinage,m
baptistaire,m
